2069	1550275861.2296271
2071	14.572018384933472
2072	221.17626762390137
2073	245.17684888839722
2074	65.24480700492859
2075	54.37909936904907
2076	115.01336288452148
2077	170.80609273910522
2078	135.83133673667908
2079	197.56812691688538
2081	83.61889338493347
2082	31.66747212409973
2083	117.49121046066284
2084	64.36581182479858
2085	392.7064824104309
2086	80.55055260658264
2087	159.5422248840332
2088	243.46866750717163
2089	341.38776540756226
2090	332.10317754745483
2091	218.32234859466553
2092	260.9416162967682
2093	328.8561294078827
2094	253.68615889549255
2095	65.8518488407135
2098	327.2792556285858
2099	287.7250599861145
2103	69.4691686630249
2104	389.4443974494934
2106	188.88638138771057
2107	297.94076132774353
2108	313.47362637519836
2109	150.82762718200684
2114	163.455792427063
2116	316.04217767715454
2117	129.41435742378235
2118	127.33115220069885
2119	139.54784035682678
2120	276.0957467556
2121	208.089289188385
2122	39.94664192199707
2123	504.881787776947
2124	196.14127445220947
2125	186.41541838645935
2126	502.5769181251526
2127	535.832507610321
2129	1550707051.3300974
2130	407.1988387107849
2131	659.0320236682892
2132	476.1831102371216
2133	294.21580052375793
2135	613.747808933258
2136	618.2736880779266
2137	558.4729337692261
2138	574.9115474224091
2139	587.7249231338501
2140	713.0143268108368
2141	885.0012602806091
2142	908.3091745376587
2143	793.4736819267273
2144	837.6083335876465
2145	922.190746307373
2146	783.4105281829834
2147	707.1338257789612
2148	762.5083935260773
2149	786.0335283279419
2150	290.45570516586304
2151	602.1867334842682
2152	666.3533616065979
2153	554.4627532958984
2154	816.6292622089386
2155	787.6422693729401
2156	701.6081516742706
2157	727.1082952022552
2158	746.6925168037415
2159	658.2901108264923
2161	931.515397310257
2162	703.1064069271088
2163	652.2100937366486
2164	661.7401993274689
2165	508.8490149974823
2166	973.8227119445801
2167	757.1646537780762
2168	806.6883885860443
2169	674.9212167263031
2170	533.1133677959442
2171	324.6893572807312
2172	406.38006925582886
2173	311.59061217308044
2174	434.9695918560028
2175	438.0125482082367
2176	382.5384347438812
2177	321.0148220062256
2179	445.3299698829651
2180	546.9304773807526
2181	275.742347240448
2182	586.2667918205261
2183	436.88446521759033
2184	264.7504036426544
2185	40.29736256599426
2186	457.4094216823578
2187	13.982136964797974
2188	333.5309398174286
2189	322.5065231323242
2190	207.6601541042328
2191	307.90003633499146
2193	222.50788283348083
2194	254.26013469696045
2195	384.75968527793884
2196	246.6727786064148
2197	497.3684322834015
2198	202.42548775672913
2199	393.3205647468567
2200	281.03117179870605
2201	263.0498080253601
2202	283.776065826416
2203	320.02387046813965
2204	298.1681206226349
2205	325.7600471973419
2206	340.0318031311035
2207	259.676057100296
2208	337.04492950439453
2209	268.31508803367615
2210	355.44001483917236
2211	472.2146723270416
2212	163.44783759117126
2213	312.4253034591675
2214	262.02012276649475
2215	162.35731887817383
2216	279.7908527851105
2217	392.9421167373657
2218	136.7390067577362
2219	150.69986581802368
2220	89.95864462852478
2221	70.34809160232544
2223	270.89511823654175
2225	318.9369623661041
2226	217.64401173591614
2228	163.0601191520691
2229	90.82372426986694
2230	232.3561897277832
2232	157.47984433174133
2234	383.78407311439514
2235	57.252267837524414
2236	252.5117688179016
2238	197.5071268081665
2239	129.52987337112427
2240	259.15409207344055
2241	174.42486453056335
2242	185.62804746627808
2243	369.76008200645447
2244	198.7558958530426
2245	310.2440073490143
2246	280.1999878883362
2247	501.24034547805786
2248	86.69161748886108
2249	211.74611592292786
2250	379.4337086677551
2253	114.94822192192078
2254	203.69200468063354
2255	333.6400556564331
2257	197.647931098938
2259	340.93202781677246
2261	245.7479681968689
2262	122.98802781105042
2263	286.28401947021484
2264	43.79590582847595
2265	319.92381048202515
2266	405.3486988544464
2267	107.29814910888672
2268	180.40658235549927
2269	428.24040365219116
2270	240.30621027946472
2272	211.54022192955017
2274	149.6520712375641
2275	82.26771640777588
2276	211.287983417511
2277	289.4163284301758
2278	311.62788224220276
2279	177.12010431289673
2280	217.3239996433258
2281	156.33978843688965
2282	289.1041443347931
2283	214.09205198287964
2284	249.85990118980408
2285	594.4364907741547
2286	244.4196310043335
2287	253.5921425819397
2288	647.6566619873047
2289	376.1163475513458
2290	374.3551800251007
2291	417.3954722881317
2292	230.6320502758026
2293	192.33583521842957
2294	163.63954091072083
2295	193.7247064113617
2296	312.81570625305176
2297	178.7802345752716
2298	227.4436273574829
2299	301.60012221336365
2300	243.78399968147278
2301	250.99923753738403
2303	216.51680994033813
2304	308.1196870803833
2305	163.1683611869812
2307	268.8358564376831
2308	44.635788679122925
2309	520.0363550186157
2310	282.04792284965515
2311	516.0825655460358
2312	205.56573677062988
2314	80.34781289100647
2315	312.8878562450409
2317	384.48132944107056
2318	375.807156085968
2319	187.339914560318
2320	119.93596577644348
2321	255.75596356391907
2322	362.5399386882782
2323	350.3117311000824
2324	258.1403832435608
2325	314.1876072883606
2327	572.2663254737854
2328	257.08606934547424
2329	298.6437110900879
2330	396.95040583610535
2331	519.4491927623749
2332	393.2806384563446
2333	258.40798020362854
2334	407.783757686615
2335	357.9761555194855
2336	484.01327872276306
2338	564.9344153404236
2339	555.6958181858063
2340	330.15023136138916
2341	569.9008572101593
2343	489.74923849105835
2345	401.16584968566895
2347	472.7649667263031
2348	486.16521978378296
